pred_id,predicate,sentence,sentence_rev,verb symmetry score,is_pred_symmetry,votes for 1,votes for 2,votes for 3,votes for 4,votes for 5,sentence average score,bert prediction,bert tuned prediction,ft prediction,w2v prediction,glv prediction,hybrid prediction
30,hate,The republicans and the liberals hate one another in America. ,The liberals and the republicans hate one another in America. ,0,0,7,0,0,0,0,1,1.352298737,0.20967609,1.453616245,2.077544689,1.949938536,1.0622432
30,hate,"They must hate games like Pats-Jets, and the games probably hate them too.","Games like Pats-Jets must hate them, and the games probably hate them too.",0,0,1,0,1,2,3,3.857142857,3.440236092,3.0974836,3.094637894,2.399351835,2.568731546,3.4149733
30,hate,"Kamala and her husband hated each other for so long, but now she treats him with love. ","Kamala's husband and her hated each other for so long, but now she treats him with love. ",0,0,6,0,0,0,1,1.571428571,3.041438103,0.58939666,1.408540493,2.188083887,2.136850357,1.0623434
30,hate,Al-Anon can hate the alcoholic and vice versa.,The alcoholic can hate Al-Anon and vice versa.,0,0,6,0,0,1,0,1.428571429,2.276399612,3.4606764,3.21734536,1.910535097,1.997983217,3.1035812
30,hate,Not all boys and girls hate each other.,Not all girls and boys hate each other.,0,0,6,0,0,0,1,1.571428571,1.895374298,0.31674486,1.408540493,2.192198515,2.311129808,1.0591667
30,hate,I hate my kids and they hate me.,My kids hate me and I hate them.,0,0,6,1,0,0,0,1.142857143,3.879345655,2.3257568,1.84711532,2.466081381,2.185439825,2.620109
30,hate,Dad and my stepmom hated each other but not always at the same time.,My stepmom and dad hated each other but not always at the same time.,0,0,7,0,0,0,0,1,0.775506973,0.19344239,1.232477381,2.268507242,2.279414892,1.0547868
31,kill,"They killed fleas, flies, and disease-carrying insects in the old people's home in Pashupati.","Fleas, flies, and disease-carrying insects killed them in the old people's home in Pashupati.",1,0,1,0,0,0,6,4.428571429,3.61496973,4.561125,3.454295013,2.232339144,2.267723322,3.5232174
31,kill,The disease and the virus kill as they are the same.,The virus and the disease kill as they are the same.,1,0,7,0,0,0,0,1,-0.491098404,0.73540926,1.401127175,2.403818846,2.276609659,1.0283326
31,kill,The creator of biblical imagery will kill me if I said yes.,I will kill the creator of biblical imagery if he said yes.,1,0,0,0,0,0,7,5,3.093140125,4.7725782,3.454295013,2.6070683,2.434681416,4.900551
31,kill,Jack and I will kill each other once you leave town.,Me and Jack will kill each other once you leave town.,1,0,6,1,0,0,0,1.142857143,1.686789274,0.59538656,1.401127175,2.3406353,2.414736509,1.0537827
31,kill,"After his defeat in New York, the X-Men would probably kill the man, but they didn''t.","After his defeat in New York, the man would probably kill the X-Men, but they didn''t.",1,0,0,0,0,0,7,5,3.132901192,4.339156,3.729046679,2.190341234,2.297073603,4.8516397
31,kill,"They won't kill him, they will kill with him.","He won't kill them, he will kill with them.",1,0,0,2,2,1,2,3.428571429,3.636724472,3.9679604,1.361364217,2.918548346,3.245182514,4.327144
31,kill,Christine Quinn can kill legislation simply by not bringing it to the council floor for a vote.,Legislation can kill Christine Quinn simply by not bringing it to the council floor for a vote.,1,0,0,0,0,0,7,5,3.638756275,4.3272114,3.137827078,2.422020674,2.537437677,4.840614
31,kill,Wes killed Sam but Sam killed him in the act apparently.,Sam killed Wes but Wes killed him too in the act apparently.,1,0,4,1,0,0,2,2.285714286,4.111351013,4.1593795,1.473088371,2.202508926,2.365591526,4.1296525
31,kill,He will kill you and me if we talk.,You and I will kill him if we talk.,1,0,0,0,0,1,6,4.857142857,3.319627285,4.888859,3.454295013,2.735267162,2.854906321,4.4097366
31,kill,"The mafia and the gang have killed together to hide this secret, okay?","The gang and the mafia have killed together to hide this secret, okay?",1,0,7,0,0,0,0,1,1.933449507,0.69381887,1.473088371,2.231613636,2.192826748,1.0405766
32,chase,Water won't chase her out of the place.,She won't chase water out of the place.,1,0,2,0,0,0,5,3.857142857,4.671103954,4.7615213,3.485424898,2.199811459,2.402502775,4.9279404
32,chase,Dreams and reality constantly chase each other to no avail.,Reality and dreams constantly chase each other to no avail.,1,0,7,0,0,0,0,1,1.760471106,1.3607529,1.705948513,2.112964153,2.1522789,1.0556451
32,chase,LL will blindly chase after them but really they will be chasing after him.,They will blindly chase after LL but really he will be chasing after them.,1,0,1,0,1,0,5,4.142857143,2.414102077,4.72704,3.835552996,2.354934216,2.457729101,4.354998
32,chase,My exes and I chase after one another but I always choose one.,Me and my exes chase after one another but I always choose one.,1,0,6,0,0,1,0,1.428571429,0.65571785,1.2656878,2.038298993,2.293897152,2.14197588,1.063118
32,chase,A goshawk may also chase poultry into buildings.,Poultry may also chase goshawk into buildings.,1,0,0,0,0,1,6,4.857142857,4.954728603,5.4349246,3.3364139,2.654780626,2.697109461,4.7229958
32,chase,MPs and government officials from Badakhshan chased and chased but found nothing.,Government officials and MPs from Badakhshan chased and chased but found nothing.,1,0,7,0,0,0,0,1,2.50233078,3.5175693,1.624092903,1.743685961,1.682123065,1.3254733
32,chase,Rylee 2.0 chased some squirrel 500 ft from us. ,Some squirrel 500 ft from us chased Rylee 2.0.,1,0,0,0,0,1,6,4.857142857,1.912134886,5.318814,3.769343341,2.145505667,2.331779003,4.3830366
32,chase,He and the story chased each other until he caught up.,The story and him chased each other until he caught up.,1,0,6,1,0,0,0,1.142857143,2.323541641,1.3678007,1.220392878,2.075573206,2.113489628,1.0308498
32,chase,My wife will chase me and my mother-in-law outside if we don't leave her alone in there. ,Me and my mother-in-law will chase my wife outside if we don't leave her alone in there. ,1,0,0,0,0,1,6,4.857142857,3.644625902,3.9922454,1.183799666,2.310412645,2.311025381,4.356161
32,chase,Officer Leroy Applequist and cruisers used to chase each other in Modesto.,Cruisers and Officer Leroy Applequist used to chase each other in Modesto.,1,0,7,0,0,0,0,1,-0.293444633,1.4362423,1.465973473,2.145938873,2.122514248,1.0832038
33,hurt,I will hurt you more so stop screaming.,You will hurt me more so stop screaming.,1,0,0,0,0,0,7,5,4.253334999,4.574919,3.577776704,2.75750947,2.706727266,4.802858
33,hurt,Extraordinarily low mortgage rates and bankrupcy claims don't hurt either.,Bankrupcy claims and extraordinarily low mortgage rates don't hurt either.,1,0,6,0,0,1,0,1.428571429,3.438833714,2.6271567,1.418734475,2.142165184,1.970913887,1.3687863
33,hurt,Some of these people maybe hurt the lens.,The lens maybe hurt some of these people.,1,0,1,0,0,1,5,4.285714286,3.335916996,4.5188284,3.486106311,2.267433882,2.578915834,4.3627267
33,hurt,This and breastfeeding do not hurt each other if you are doing it right.,Breastfeeding and this do not hurt each other if you are doing it right.,1,0,7,0,0,0,0,1,1.73121357,1.0877308,1.636163207,2.166461468,1.972487092,1.0963615
33,hurt,"You can hurt yourself and others, and I want people to think about that. ","Yourself and others can hurt you, and I want people to think about that. ",1,0,1,0,0,3,3,4,3.335523367,3.9797552,3.693956507,2.370175123,2.311514378,4.307429
33,hurt,The stocks and banks will hurt and I'll ensure it.,The banks and stocks will hurt and I'll ensure it.,1,0,7,0,0,0,0,1,1.653461695,1.3374921,1.418734475,2.385201693,2.324267626,1.1612008
33,hurt,"The baby's birth hurts the mother, but the mother hurts the baby too.","The mother hurts the baby's birth, but the baby hurts the mother too.",1,0,0,1,0,2,4,4.285714286,3.563142061,3.5583763,3.570248387,2.486186504,2.512628555,4.0838923
33,hurt,Rural communities and wildlife hurt because of your actions.,Wildlife and rural commuties hurt because of your actions.,1,0,7,0,0,0,0,1,3.886073351,1.6966337,1.643647856,2.525413513,2.410952091,1.2696145
33,hurt,"The financial system will hurt everyone except the ""Elite"" and those that are aware and prepared.","The ""Elite"" will hurt everyone except the financial system and those that are aware and prepared.",1,0,1,0,0,0,6,4.428571429,2.447706699,3.3300974,3.727077942,2.014041901,2.047943115,3.969437
33,hurt,He and I both hurt when we do it.,Me and him both hurt when we do it.,1,0,6,1,0,0,0,1.142857143,3.042207479,1.0927851,1.502876551,2.199619055,2.073027611,1.1476122
34,push,Murtha pushed for a pullout of U.S. forces from Iraq as soon as it could be done safely.,A pullout of U.S. forces from Iraq pushed for Murtha as soon as it could be done safely.,4.17,0,0,0,1,0,6,4.714285714,4.029094219,4.7320495,2.902692072,2.271233082,2.263410807,4.249517
34,push,The members and leaders pushed each other to thrive.,The leaders and members pushed each other to thrive.,4.17,0,7,0,0,0,0,1,-0.096487045,1.0605772,1.461013075,1.919416189,1.843022823,0.98484373
34,push,"Quentin Tarantino pushes the limits of speed and taste in ""Death Proof.""","The limits of speed and taste pushes Quentin Tarantino in ""Death Proof.""",4.17,0,0,0,0,1,6,4.857142857,1.461115837,5.052934,3.606337135,2.200082779,2.306097269,3.698417
34,push,"William Stephenson and William Donovan pushed, and the board listened.","William Donovan and William Stephenson pushed, and the board listened.",4.17,0,7,0,0,0,0,1,2.218681574,2.1483288,1.498361549,1.864223957,2.012213469,1.266861
34,push,Her finger pushed against his sphincter and he squealed.,His sphincter pushed against her finger and he squealed.,4.17,0,0,2,2,1,2,3.428571429,4.047616959,4.700353,3.537636191,1.863825798,1.812231183,4.1145744
34,push,The girl with the low GPA and the other dropout will push if you let them.,The other dropout and the girl with the low GPA will push if you let them.,4.17,0,7,0,0,0,0,1,2.059604406,2.7237048,2.93308787,2.484762669,2.756804705,1.357634
34,push,Pakistan shall not push Afghan refugees to return.,Afghan refugees shall not push Pakistan to return.,4.17,0,0,0,0,1,6,4.857142857,3.33621788,4.866032,3.672360528,2.198199511,2.270864964,4.814304
34,push,Council and the congress are pushing together.,The congress and council are pushing together.,4.17,0,7,0,0,0,0,1,-0.274432659,1.0645456,1.457060497,1.943435192,2.01819849,0.99967706
34,push,"Another person or power will push them, but it won't be me.","They will push another person or power, but it won't be me.",4.17,0,1,0,0,0,6,4.428571429,4.855494499,4.593696,3.237445709,2.423686743,2.611630678,3.7735507
34,push,Lightweight lanai furniture and a lanai railing pushed each other last time.,A lanai railing and lightweight lanai furniture pushed each other last time.,4.17,0,7,0,0,0,0,1,1.680727005,1.1996578,1.751578051,2.323256016,2.184853077,1.0201174
35,bounce,My father would bounce a tennis ball and that annoyed my mother.,A tennis ball would bounce my father and that annoyed my mother.,2.33,0,1,0,0,0,6,4.428571429,4.547587395,3.359116,3.022770425,2.105234623,2.105939865,4.48957
35,bounce,Her long black hair and boobs bounced as she walked.,Her boobs and long black hair bounced as she walked.,2.33,0,7,0,0,0,0,1,1.588176012,2.5434368,1.493247489,2.012210369,1.884479642,1.0762253
35,bounce,She bounced on me while I laid in bed smiling.,"I bounced on her while she laid in bed, smiling.",2.33,0,0,0,1,1,5,4.571428571,3.631983042,3.5848637,2.880537125,2.172958374,2.076644897,2.940557
35,bounce,My son and daughter bounced on each other playfully.,My daughter and son bounced on each other playfully.,2.33,0,7,0,0,0,0,1,2.401685476,0.87496334,1.00475075,1.996413112,2.048506737,0.93299574
35,bounce,Light bounced off the glass and reflected my image.,Glass bounced off the light and reflected my image.,2.33,0,1,0,0,1,5,4.285714286,1.867252827,2.9510167,2.880537125,1.988642335,2.020124197,2.9601142
35,bounce,"My girlfriend and him bounced all night, if you know what I mean.","He and my girlfriend bounced all night, if you know what I mean.",2.33,0,6,0,0,1,0,1.428571429,1.434617996,1.2275239,1.459750283,2.254102468,2.105346918,0.877893
35,bounce,"I'll bounce ideas off another person, but they will bounce ideas off me too.","Another person will bounce ideas off me, but I'll bounce ideas off them too.",2.33,0,7,0,0,0,0,1,3.176728249,3.278134,3.378507773,2.48652935,2.508655548,4.09607
35,bounce,"Both my email and the cheque bounced, so I'm screwed.","Both the cheque and my email bounced, so I'm screwed.",2.33,0,7,0,0,0,0,1,1.226277828,2.0407934,1.459750283,2.129203796,2.119178295,0.8774844
35,bounce,I would bounce on her butt or that butt would bounce on me.,Her butt would bounce on me or I would bounce on her butt.,2.33,0,4,2,1,0,0,1.571428571,3.451343536,3.185786,3.451064838,2.507225037,2.510215759,3.689207
35,bounce,The tigers and the bears bounced together in celebration.,The bears and the tigers bounced together in celebration.,2.33,0,7,0,0,0,0,1,2.124187946,0.8649642,1.459750283,1.994112253,1.90083456,0.8617895
36,lecture,He lectures on the history of art and it's boring.,The history of art lectures him and it's boring.,0,0,0,0,0,0,7,5,3.112919331,4.2865887,2.834344505,2.260505199,2.272736073,4.0569468
36,lecture,500 students from bio and 100 students from chemistry lectured one another.,100 students from chemistry and 500 students from bio lectured one another.,0,0,7,0,0,0,0,1,2.254072666,1.5825497,1.469078978,2.083395004,2.074579,0.9783372
36,lecture,"The professor lectures the class and they lecture him too, sometimes.","The class lectures the professor and he lectures them too, sometimes.",0,0,2,2,0,0,3,3,2.483132839,3.1959503,3.35807363,2.42485404,2.493078947,3.47152
36,lecture,The teacher and principal lectured together to educate students about safe sex.,The principal and teacher lectured together to educate students about safe sex.,0,0,7,0,0,0,0,1,2.310572386,1.5718634,1.501225421,2.033372164,1.986964703,1.0287794
36,lecture,He lectured me about getting too much sun so I lectured him about being annoying.,I lectured him about getting too much sun so lectured me about being annoying.,0,0,0,0,0,0,7,5,3.15506959,4.142411,2.989781255,2.345030308,2.335918903,4.9469714
36,lecture,The prom queen and debate champion lectured each other yesterday. ,The debate champion and prom queen lectured each other yesterday. ,0,0,6,0,0,1,0,1.428571429,2.254472733,1.2348791,1.135295607,1.839376926,1.780511379,1.0355425
36,lecture,We lectured people to take advantage of their funds.,People lectured us to take advantage of our funds.,0,0,0,0,1,0,6,4.714285714,3.171936512,5.244484,2.989781255,2.013454676,2.077580214,5.1592937
36,lecture,Everyday me and that other teacher would lecture about the economy.,Everyday that other teacher and me would lecture about the economy.,0,0,4,2,0,0,1,1.857142857,1.419158936,2.179793,1.421390744,2.155018091,2.135338306,1.0187036
36,lecture,"Lawyers lecture with their clients, not with the judge.","Clients lecture with their lawyers, not with the judge.",0,0,2,0,1,2,2,3.285714286,1.133723259,3.1188202,3.069615932,2.432943106,2.493899107,2.9113073
36,lecture,Ray and Jill lectured each other about the consequences of the recession.,Jill and Ray lectured each other about the consequences of the recession.,0,0,7,0,0,0,0,1,2.364553452,1.2392845,1.546091586,2.079392195,2.154899597,1.0437022
37,hurry,"The president hurried the process of independence, or at least tried to.","The process of independence hurried the president, or at least tried to.",2.33,0,0,0,0,2,5,4.714285714,3.027231216,4.5925436,3.387382128,1.877291679,1.767433524,4.5522428
37,hurry,Deidre and I hurried as soon as we got the news.,Me and Deidre hurried as soon as we got the news.,2.33,0,6,0,1,0,0,1.285714286,1.979124546,2.3381262,1.207574079,2.064306974,1.81707263,1.1916457
37,hurry,"I won't hurry you into any decision, so take your time.","You won't hurry me into any decision, so take your time.",2.33,0,0,0,1,0,6,4.714285714,2.628692627,4.565988,3.002831111,2.775288582,2.614961386,4.587459
37,hurry,The governor and I hurried together to help out.,Me and the governor hurried together to help out.,2.33,0,7,0,0,0,0,1,0.404545307,1.7925394,1.448587499,2.096554518,2.004763842,1.100305
37,hurry,She was hurrying me so I hurried her back.,I was hurrying her so she hurried me back.,2.33,0,1,2,1,1,2,3.142857143,3.416799068,3.572115,3.057000403,2.185096264,1.779180527,3.3084059
37,hurry,Sonya and I are hurrying each other right now so worry about the reminders.,Me and Sonya are hurrying each other right now so worry about the reminders.,2.33,0,7,0,0,0,0,1,1.606027603,1.1040431,1.207574079,2.140709877,1.839556456,1.0945443
37,hurry,I should hurry Helen outside before she hears this.,Helen should hurry me outside before she hears this.,2.33,0,1,0,0,2,4,4.142857143,5.197457314,4.405934,2.58157303,2.389739752,2.212997913,4.939734
37,hurry,The personnel and the customers hurried out of the store when the alarm rang.,The customers and the personnel hurried out of the store when the alarm rang.,2.33,0,7,0,0,0,0,1,1.417307377,1.8189634,1.456684386,2.08439517,2.006927013,1.1271684
37,hurry,JJ did not hurry me because I was fast.,I did not hurry JJ because he was fast.,2.33,0,0,0,0,0,7,5,4.785111904,4.4367843,3.32048141,2.12093401,1.949084163,4.4270287
37,hurry,Me and my deadlines hurried together but that doesn't make sense.,My deadlines and me hurried together but that doesn't make sense.,2.33,0,5,1,1,0,0,1.428571429,1.70550704,1.1684738,1.207574079,2.031237125,1.916324854,1.1311775
38,applaud,The audience applauded me like the star I was.,I applauded the audience like the star I was.,3.17,0,0,0,1,0,6,4.714285714,2.079422474,4.41527,3.302255076,2.157232285,1.969729185,4.002748
38,applaud,Mom and Dad applauded after my turn was over.,Dad and Mom applauded after my turn was over.,3.17,0,7,0,0,0,0,1,0.602338791,1.5736403,1.400218329,1.623920918,1.585435629,1.2433834
38,applaud,We can only applaud the move and look forward to hearing the results.,The move can only applaud us and look forward to hearing the results.,3.17,0,1,0,1,0,5,4.142857143,2.435385227,5.1127195,3.217631369,2.054505825,2.081604958,4.309121
38,applaud,You and I will applaud each other afterwards.,Me and you will applaud each other afterwards.,3.17,0,7,0,0,0,0,1,0.47330761,1.1012073,1.400218329,2.058547497,1.823711157,1.196609
38,applaud,Many people will applaud mothers for their dedication and nurturing nature.,Mothers will applaud many people for their dedication and nurturing nature.,3.17,0,1,0,1,1,4,4,2.416856766,4.650267,3.053255336,2.037288904,1.94087863,4.0586166
38,applaud,The girl and her ex-friend applauded each other sarcastically.,The girl's ex-friend and her applauded each other sarcastically.,3.17,0,6,1,0,0,0,1.142857143,-0.356405258,1.0569602,1.196698979,1.737547636,1.595921755,1.1956351
38,applaud,I applauded my best friend and she applauded me too.,My best friend applauded me and I applauded her too.,3.17,0,5,2,0,0,0,1.285714286,1.452748299,4.0557146,3.053255336,1.838110209,1.69420886,1.7605451
38,applaud,The actress and fan applauded together and the former basked in the glory.,The fan and actress applauded together and the former basked in the glory.,3.17,0,5,0,0,0,2,2.142857143,-0.140623093,1.0855886,1.400218329,1.768968344,1.663491249,1.2137337
38,applaud,"I applaud the victim for her courage, and wish her well.","The victim applauds me for her courage, and wishes herself well.",3.17,0,1,0,0,0,6,4.428571429,3.499788761,4.6266575,3.217631369,2.163286448,2.022675037,4.387184
38,applaud,The wolves applauded the newborn for its first hunt.,The newborn applauded the wolves for its first hunt.,3.17,0,0,0,0,0,7,5,1.390448093,4.677165,1.637107326,2.123897076,2.22202754,3.9307973
39,know,I don't know the name of the place.,The name of the place doesn't know me.,2.83,0,0,0,0,0,7,5,3.247037888,4.2545958,3.405710347,2.187720776,2.320905924,4.0247045
39,know,Gifford and I have known each other for the better half of a decade.,Me and Gifford have known each other for the better half of a decade.,2.83,0,7,0,0,0,0,1,0.495045185,0.6576667,1.48265005,1.868662834,1.702805519,1.033234
39,know,"Mariah doesn't know Jennifer, but she was just being sassy.","Jennifer doesn't know Mariah, but she was just being sassy.",2.83,0,1,1,1,1,3,3.571428571,3.305487871,3.873627,3.262941327,2.347539425,2.359808683,3.5645523
39,know,Mom and I just didn't know.,Me and Mom just didn't know.,2.83,0,7,0,0,0,0,1,0.773793697,0.63386655,1.184844095,2.161655426,2.062595844,1.0415657
39,know,I know her and she seems to know me too.,She knows me and I seem to know her too.,2.83,0,4,1,1,0,1,2,2.51472044,2.8380265,2.641468579,2.510617733,2.446056604,1.2688265
39,know,French and Creole people knew each other but the Creoles didn't know them as much.,Creole and French people knew each other but the Creoles didn't know them as much.,2.83,0,7,0,0,0,0,1,-0.694946289,0.57359886,1.258458017,1.958289623,2.105994225,1.0393957
39,know,I knew your mother in high school and things were different between us. ,Your mother knew me in high school and things were different between us.,2.83,0,4,2,1,0,0,1.571428571,3.07079339,2.0121095,3.137283876,2.286541939,2.198406696,2.0383832
39,know,The professor and I knew each other but she pretended not to know me.,Me and the professor knew each other but she pretended not to know me.,2.83,0,6,0,1,0,0,1.285714286,-0.155095577,0.835901,1.48265005,2.043755054,2.019742012,1.0362962
39,know,She would know you if she saw you on the street. ,You would know her if you saw her on the street. ,2.83,0,1,0,0,2,4,4.142857143,4.923152447,4.749932,3.063669954,2.689519405,2.848597527,4.1037803
39,know,"Numerous people and even dogs can know, but not you.","Even dogs and numerous people can know, but not you.",2.83,0,5,1,1,0,0,1.428571429,3.632125616,2.0451446,2.994236801,2.129649162,2.358286381,1.2601682
40,break,Sue broke Reagan but she felt broken too.,Reagan broke Sue but she felt broken too.,0,0,0,0,0,1,6,4.857142857,0.292424202,3.2973373,2.717011293,2.186870813,2.346314669,4.15554
40,break,My heart and soul broke when I found out.,My soul and heart broke when I found out.,0,0,7,0,0,0,0,1,-0.000361919,1.3535722,0.53970819,2.317336321,2.178874254,1.1784568
40,break,"In 1959, Akihito broke imperial tradition by marrying a commoner.","In 1959, imperial tradition broke Akihito by marrying a commoner.",0,0,0,0,0,2,5,4.714285714,2.110520363,4.567288,2.385466976,2.422286272,2.078780651,4.090808
40,break,His car and his bank account might break if you do this.,His bank account and his car might break if you do this.,0,0,7,0,0,0,0,1,1.624144554,0.7228741,0.884399849,2.350757837,2.120015621,1.1758351
40,break,"She broke me a few years ago, so I will break her now.","I broke him a few years ago, so he will break me now.",0,0,0,0,0,1,6,4.857142857,1.986455441,4.884773,2.263154006,2.344045401,2.188574791,4.7879734
40,break,The hero and the nemesis broke against each other.,The nemesis and the hero broke against each other.,0,0,7,0,0,0,0,1,-0.15554142,0.6564854,0.53970819,2.020786762,1.923557639,1.0858134
40,break,"The sports star broke his nose, how original.","The sports star's noise broke him, how original.",0,0,1,0,0,0,6,4.428571429,3.744338512,4.6156855,2.31592695,2.387928486,2.380870819,4.493135
40,break,His voice and his thigh broke last summer.,His thigh and his voice broke last summer.,0,0,7,0,0,0,0,1,1.44842577,1.2041622,0.53970819,2.454688549,2.409499168,1.1667472
40,break,The boss might break you if disobey me.,You might break the boss if he disobeys you.,0,0,0,0,0,0,7,5,4.229272366,5.124215,2.263154006,2.585797787,2.528457642,4.8385153
40,break,Turing and his codes broke each other in different ways.,Turing's codes and him broke each other in different ways.,0,0,6,1,0,0,0,1.142857143,1.627113819,0.9181742,0.876908478,1.981157422,1.776361108,1.1238365